,filename,name,query,related,targetCompany
100,fullsix_spa,FullSix SpA,FullSix SpA product,0,亞提爾_仲介服務_廣告代理
101,gannett_co_inc,Gannett Co Inc,Gannett Co Inc product,0,亞提爾_仲介服務_廣告代理
102,gateley_holdings_plc,Gateley Holdings PLC,Gateley Holdings PLC product,0,亞提爾_仲介服務_廣告代理
103,genie_gateway,Genie Gateway,Genie Gateway product,0,亞提爾_仲介服務_廣告代理
104,gl_events_sa,GL Events SA,GL Events SA product,0,亞提爾_仲介服務_廣告代理
105,global_payments_inc,Global Payments Inc,Global Payments Inc product,0,亞提爾_仲介服務_廣告代理
106,globalink_limited,Globalink Limited,Globalink Limited product,0,亞提爾_仲介服務_廣告代理
107,goldbach_group_ag,Goldbach Group AG,Goldbach Group AG product,0,亞提爾_仲介服務_廣告代理
108,goliath_film_and_media_holdings,Goliath Film and Media Holdings,Goliath Film and Media Holdings product,0,亞提爾_仲介服務_廣告代理
109,green_dot_corporation,Green Dot Corporation,Green Dot Corporation product,0,亞提爾_仲介服務_廣告代理
110,green_vision_biotechnology_corp,Green Vision Biotechnology Corp,Green Vision Biotechnology Corp product,0,亞提爾_仲介服務_廣告代理
111,groupe_concoursmania_sa,Groupe Concoursmania SA,Groupe Concoursmania SA product,0,亞提爾_仲介服務_廣告代理
112,groupon_inc,Groupon Inc,Groupon Inc product,0,亞提爾_仲介服務_廣告代理
113,guangdong_advertising_group_co_ltd,Guangdong Advertising Group Co Ltd,Guangdong Advertising Group Co Ltd product,0,亞提爾_仲介服務_廣告代理
114,guangdong_bobaolon_co_ltd,Guangdong Bobaolon Co Ltd,Guangdong Bobaolon Co Ltd product,0,亞提爾_仲介服務_廣告代理
115,guangdong_guangzhou_daily_media_co_ltd,Guangdong Guangzhou Daily Media Co Ltd,Guangdong Guangzhou Daily Media Co Ltd product,0,亞提爾_仲介服務_廣告代理
116,guru_online_holdings_ltd,Guru Online Holdings Ltd,Guru Online Holdings Ltd product,0,亞提爾_仲介服務_廣告代理
117,hakuhodo_dy_holdings_incorporated,HAKUHODO DY HOLDINGS INCORPORATED,HAKUHODO DY HOLDINGS INCORPORATED product,0,亞提爾_仲介服務_廣告代理
118,hansol_inticube_co_ltd,Hansol Inticube Co Ltd,Hansol Inticube Co Ltd product,1,亞提爾_仲介服務_廣告代理
119,harbin_hairun_interntnl_cltr_cmmnctn_co,Harbin Hairun Interntnl Cltr Cmmnctn Co,Harbin Hairun Interntnl Cltr Cmmnctn Co product,0,亞提爾_仲介服務_廣告代理
120,havelock_europa_plc,Havelock Europa plc,Havelock Europa plc product,0,亞提爾_仲介服務_廣告代理
121,heartland_payment_systems_inc,"Heartland Payment Systems, Inc.","Heartland Payment Systems, Inc. product",0,亞提爾_仲介服務_廣告代理
122,hero_entertainment_co_ltd,Hero Entertainment Co Ltd,Hero Entertainment Co Ltd product,0,亞提爾_仲介服務_廣告代理
123,higher_one_holdings_inc,"Higher One Holdings, Inc","Higher One Holdings, Inc product",0,亞提爾_仲介服務_廣告代理
124,hms_holdings_corp,HMS Holdings Corp,HMS Holdings Corp product,0,亞提爾_仲介服務_廣告代理
125,hogg_robinson_group_plc,Hogg Robinson Group plc,Hogg Robinson Group plc product,0,亞提爾_仲介服務_廣告代理
126,hokkan_holdings_limited,HOKKAN HOLDINGS LIMITED,HOKKAN HOLDINGS LIMITED product,0,亞提爾_仲介服務_廣告代理
127,honyaku_center_inc,Honyaku Center Inc,Honyaku Center Inc product,0,亞提爾_仲介服務_廣告代理
128,house_of_friends_ab_publ,House of Friends AB (publ),House of Friends AB (publ) product,0,亞提爾_仲介服務_廣告代理
129,huayi_brothers_co_ltd,Huayi Brothers Co Ltd,Huayi Brothers Co Ltd product,0,亞提爾_仲介服務_廣告代理
130,hunan_happy_culture_media_co_ltd,Hunan Happy Culture Media Co Ltd,Hunan Happy Culture Media Co Ltd product,0,亞提爾_仲介服務_廣告代理
131,hunan_zhongyi_media_co_ltd,Hunan Zhongyi Media Co Ltd,Hunan Zhongyi Media Co Ltd product,0,亞提爾_仲介服務_廣告代理
132,hyasco_inc,HyAS&Co. Inc,HyAS&Co. Inc product,0,亞提爾_仲介服務_廣告代理
133,hyosung_itx_co_ltd,Hyosung ITX Co Ltd,Hyosung ITX Co Ltd product,0,亞提爾_仲介服務_廣告代理
134,icts_international_nv,ICTS International N.V.,ICTS International N.V. product,0,亞提爾_仲介服務_廣告代理
135,immedia_group_plc,Immedia Group PLC,Immedia Group PLC product,0,亞提爾_仲介服務_廣告代理
136,ims_sa,IMS SA,IMS SA product,0,亞提爾_仲介服務_廣告代理
137,innocean_worldwideinc,Innocean WorldwideInc,Innocean WorldwideInc product,1,亞提爾_仲介服務_廣告代理
138,insignia_systems_inc,"Insignia Systems, Inc.","Insignia Systems, Inc. product",0,亞提爾_仲介服務_廣告代理
139,insynergy_products_inc,Insynergy Products Inc,Insynergy Products Inc product,0,亞提爾_仲介服務_廣告代理
140,integerpl_sa,Integer.pl SA,Integer.pl SA product,0,亞提爾_仲介服務_廣告代理
141,intercard_ag_informationssysteme,InterCard AG Informationssysteme,InterCard AG Informationssysteme product,0,亞提爾_仲介服務_廣告代理
142,intercloud_systems_inc,InterCloud Systems Inc,InterCloud Systems Inc product,0,亞提爾_仲介服務_廣告代理
143,interlife_holdings_coltd,"INTERLIFE HOLDINGS CO.,LTD.","INTERLIFE HOLDINGS CO.,LTD. product",0,亞提爾_仲介服務_廣告代理
144,international_monetary_systems_ltd,"International Monetary Systems, Ltd.","International Monetary Systems, Ltd. product",0,亞提爾_仲介服務_廣告代理
145,interpublic_group_of_companies_inc,Interpublic Group of Companies Inc,Interpublic Group of Companies Inc product,1,亞提爾_仲介服務_廣告代理
146,investview_inc,Investview Inc,Investview Inc product,0,亞提爾_仲介服務_廣告代理
147,ir_japan_holdings_ltd,IR Japan Holdings Ltd,IR Japan Holdings Ltd product,0,亞提爾_仲介服務_廣告代理
148,isg_plc,ISG PLC,ISG PLC product,0,亞提爾_仲介服務_廣告代理
149,isign_media_solutions_inc,iSIGN Media Solutions Inc,iSIGN Media Solutions Inc product,0,亞提爾_仲介服務_廣告代理
150,jaywing_plc,Jaywing PLC,Jaywing PLC product,0,亞提爾_仲介服務_廣告代理
151,jibannet_holdings_co_ltd,Jibannet Holdings Co Ltd,Jibannet Holdings Co Ltd product,0,亞提爾_仲介服務_廣告代理
152,k2_internet_sa,K2 Internet SA,K2 Internet SA product,0,亞提爾_仲介服務_廣告代理
153,keyeast_co_ltd,"KEYEAST Co., Ltd.","KEYEAST Co., Ltd. product",0,亞提爾_仲介服務_廣告代理
154,kingold_jewelry_inc,Kingold Jewelry Inc,Kingold Jewelry Inc product,0,亞提爾_仲介服務_廣告代理
155,kingsmen_cmti_pcl,Kingsmen CMTI PCL,Kingsmen CMTI PCL product,0,亞提爾_仲介服務_廣告代理
156,kingsmen_creatives_ltd,Kingsmen Creatives Ltd.,Kingsmen Creatives Ltd. product,0,亞提爾_仲介服務_廣告代理
157,ksix_media_holdings_inc,KSIX Media Holdings Inc,KSIX Media Holdings Inc product,0,亞提爾_仲介服務_廣告代理
158,kukbo_design,Kukbo Design,Kukbo Design product,0,亞提爾_仲介服務_廣告代理
159,lajin_entertainment_network_group_ltd,Lajin Entertainment Network Group Ltd,Lajin Entertainment Network Group Ltd product,0,亞提爾_仲介服務_廣告代理
160,larkpl_sa,Lark.pl SA,Lark.pl SA product,0,亞提爾_仲介服務_廣告代理
161,lawton_development_co_ltd,Lawton Development Co Ltd,Lawton Development Co Ltd product,0,亞提爾_仲介服務_廣告代理
162,leadmedia_group_sa,Leadmedia Group SA,Leadmedia Group SA product,1,亞提爾_仲介服務_廣告代理
163,legs_company_ltd,"LEGS COMPANY, LTD.","LEGS COMPANY, LTD. product",0,亞提爾_仲介服務_廣告代理
164,limelight_networks_inc,"Limelight Networks, Inc.","Limelight Networks, Inc. product",0,亞提爾_仲介服務_廣告代理
165,lionbridge_technologies_inc,"Lionbridge Technologies, Inc.","Lionbridge Technologies, Inc. product",0,亞提爾_仲介服務_廣告代理
166,logicquest_technology_inc,Logicquest Technology Inc,Logicquest Technology Inc product,0,亞提爾_仲介服務_廣告代理
167,looksmart_group_inc,Looksmart Group Inc,Looksmart Group Inc product,0,亞提爾_仲介服務_廣告代理
168,mc_saatchi_plc,M&C Saatchi Plc,M&C Saatchi Plc product,0,亞提爾_仲介服務_廣告代理
169,makheia_group_sa,MaKheiA Group SA,MaKheiA Group SA product,0,亞提爾_仲介服務_廣告代理
170,marchex_inc,"Marchex, Inc.","Marchex, Inc. product",0,亞提爾_仲介服務_廣告代理
171,matomy_media_group_ltd,Matomy Media Group Ltd,Matomy Media Group Ltd product,0,亞提爾_仲介服務_廣告代理
172,mch_group_ag,MCH Group AG,MCH Group AG product,0,亞提爾_仲介服務_廣告代理
173,mediacap_sa,MEDIACAP SA,MEDIACAP SA product,0,亞提爾_仲介服務_廣告代理
174,mercadolibre_inc,Mercadolibre Inc,Mercadolibre Inc product,0,亞提爾_仲介服務_廣告代理
175,mig_unmobi_technology_inc,MIG Unmobi Technology INC,MIG Unmobi Technology INC product,0,亞提爾_仲介服務_廣告代理
176,milestone_group_plc,Milestone Group PLC,Milestone Group PLC product,0,亞提爾_仲介服務_廣告代理
177,mlabs_systems_berhad,Mlabs Systems Berhad,Mlabs Systems Berhad product,0,亞提爾_仲介服務_廣告代理
178,mobiquity_technologies_inc,Mobiquity Technologies Inc,Mobiquity Technologies Inc product,0,亞提爾_仲介服務_廣告代理
179,momentous_entertainment_group_inc,Momentous Entertainment Group Inc,Momentous Entertainment Group Inc product,0,亞提爾_仲介服務_廣告代理
180,moneyonmobile_inc,MoneyOnMobile Inc,MoneyOnMobile Inc product,0,亞提爾_仲介服務_廣告代理
181,msci_inc,Msci Inc,Msci Inc product,0,亞提爾_仲介服務_廣告代理
182,murgitroyd_group_plc,Murgitroyd Group PLC,Murgitroyd Group PLC product,0,亞提爾_仲介服務_廣告代理
183,nanjing_hightone_innovation_exbtn_co_ltd,Nanjing Hightone Innovation Exbtn Co Ltd,Nanjing Hightone Innovation Exbtn Co Ltd product,0,亞提爾_仲介服務_廣告代理
184,nesco_ltd,NESCO Ltd.,NESCO Ltd. product,0,亞提爾_仲介服務_廣告代理
185,netccentric_ltd,Netccentric Ltd,Netccentric Ltd product,0,亞提爾_仲介服務_廣告代理
186,netease_inc_adr,NetEase Inc (ADR),NetEase Inc (ADR) product,0,亞提爾_仲介服務_廣告代理
187,next_group_holdings_inc,Next Group Holdings Inc,Next Group Holdings Inc product,0,亞提爾_仲介服務_廣告代理
188,nielsen_holdings_plc,Nielsen Holdings PLC,Nielsen Holdings PLC product,0,亞提爾_仲介服務_廣告代理
189,nobel_design_holdings_ltd,Nobel Design Holdings Ltd,Nobel Design Holdings Ltd product,0,亞提爾_仲介服務_廣告代理
190,northacre_plc,Northacre PLC,Northacre PLC product,0,亞提爾_仲介服務_廣告代理
191,oculus_visiontech_inc,Oculus VisionTech Inc,Oculus VisionTech Inc product,0,亞提爾_仲介服務_廣告代理
192,oman_international_marketing_co,Oman International Marketing Co.,Oman International Marketing Co. product,0,亞提爾_仲介服務_廣告代理
193,omnicom_group_inc,Omnicom Group Inc.,Omnicom Group Inc. product,0,亞提爾_仲介服務_廣告代理
194,one_to_one_contacts_pcl,One to One Contacts PCL,One to One Contacts PCL product,0,亞提爾_仲介服務_廣告代理
195,onvia_inc,"Onvia, Inc.","Onvia, Inc. product",0,亞提爾_仲介服務_廣告代理
196,ooh_holdings_ltd,OOH Holdings Ltd,OOH Holdings Ltd product,0,亞提爾_仲介服務_廣告代理
197,opt_holding_inc,Opt Holding Inc,Opt Holding Inc product,0,亞提爾_仲介服務_廣告代理
198,orgenesis_inc,Orgenesis Inc,Orgenesis Inc product,0,亞提爾_仲介服務_廣告代理
199,pado_corporation,PADO Corporation,PADO Corporation product,0,亞提爾_仲介服務_廣告代理
200,paid_inc,"Paid, Inc.","Paid, Inc. product",0,亞提爾_仲介服務_廣告代理
201,park_group_plc,Park Group plc,Park Group plc product,0,亞提爾_仲介服務_廣告代理
202,paxys_inc,Paxys Inc.,Paxys Inc. product,0,亞提爾_仲介服務_廣告代理
203,pfsweb_inc,"PFSweb, Inc.","PFSweb, Inc. product",0,亞提爾_仲介服務_廣告代理
204,pico_far_east_holdings_limited,Pico Far East Holdings Limited,Pico Far East Holdings Limited product,0,亞提爾_仲介服務_廣告代理
205,pollex_inc,"Pollex, Inc.","Pollex, Inc. product",0,亞提爾_仲介服務_廣告代理
206,power_engineering_consulting_jsc_1,Power Engineering Consulting JSC 1,Power Engineering Consulting JSC 1 product,0,亞提爾_仲介服務_廣告代理
207,powerwell_pacific_holdings_ltd,Powerwell Pacific Holdings Ltd,Powerwell Pacific Holdings Ltd product,0,亞提爾_仲介服務_廣告代理
208,prakit_holdings_pcl,Prakit Holdings PCL,Prakit Holdings PCL product,0,亞提爾_仲介服務_廣告代理
209,prestige_international_inc,Prestige International Inc.,Prestige International Inc. product,0,亞提爾_仲介服務_廣告代理
210,propel_media_inc,Propel Media Inc,Propel Media Inc product,0,亞提爾_仲介服務_廣告代理
211,proto_corporation,PROTO CORPORATION,PROTO CORPORATION product,0,亞提爾_仲介服務_廣告代理
212,proto_script_pharmaceutical_corp,Proto Script Pharmaceutical Corp,Proto Script Pharmaceutical Corp product,0,亞提爾_仲介服務_廣告代理
213,publicis_groupe_sa_adr,Publicis Groupe SA (ADR),Publicis Groupe SA (ADR) product,0,亞提爾_仲介服務_廣告代理
214,pulse_evolution_corp,Pulse Evolution Corp,Pulse Evolution Corp product,0,亞提爾_仲介服務_廣告代理
215,pure_technologies_ltd,Pure Technologies Ltd.,Pure Technologies Ltd. product,0,亞提爾_仲介服務_廣告代理
216,quotemedia_inc,"QuoteMedia, Inc.","QuoteMedia, Inc. product",0,亞提爾_仲介服務_廣告代理
217,radware_ltd,Radware Ltd.,Radware Ltd. product,0,亞提爾_仲介服務_廣告代理
218,ray_corporation,Ray Corporation,Ray Corporation product,0,亞提爾_仲介服務_廣告代理
219,reach4entertainment_enterprises_plc,Reach4entertainment Enterprises PLC,Reach4entertainment Enterprises PLC product,0,亞提爾_仲介服務_廣告代理
220,reachlocal_inc,ReachLocal Inc.,ReachLocal Inc. product,0,亞提爾_仲介服務_廣告代理
221,redstone_literary_agents_inc,Redstone Literary Agents Inc,Redstone Literary Agents Inc product,0,亞提爾_仲介服務_廣告代理
222,reis_inc,Reis Inc,Reis Inc product,0,亞提爾_仲介服務_廣告代理
223,relia_inc,Relia Inc,Relia Inc product,0,亞提爾_仲介服務_廣告代理
224,resort_savers_inc,Resort Savers Inc,Resort Savers Inc product,0,亞提爾_仲介服務_廣告代理
225,rev_asia_bhd,Rev Asia Bhd,Rev Asia Bhd product,0,亞提爾_仲介服務_廣告代理
226,richards_packaging_income_fund,Richards Packaging Income Fund,Richards Packaging Income Fund product,0,亞提爾_仲介服務_廣告代理
227,rmg_networks_holding_corp,RMG Networks Holding Corp,RMG Networks Holding Corp product,0,亞提爾_仲介服務_廣告代理
228,rocket_fuel_inc,Rocket Fuel Inc,Rocket Fuel Inc product,0,亞提爾_仲介服務_廣告代理
229,roctool_sa,Roctool SA,Roctool SA product,0,亞提爾_仲介服務_廣告代理
230,roma_group_ltd,Roma Group Ltd,Roma Group Ltd product,0,亞提爾_仲介服務_廣告代理
231,rozetta_corp,Rozetta Corp,Rozetta Corp product,0,亞提爾_仲介服務_廣告代理
232,sajan_inc,"Sajan, Inc.","Sajan, Inc. product",0,亞提爾_仲介服務_廣告代理
233,saylor_advertising_inc,SAYLOR ADVERTISING. INC.,SAYLOR ADVERTISING. INC. product,0,亞提爾_仲介服務_廣告代理
234,seec_media_group_ltd,SEEC Media Group Ltd,SEEC Media Group Ltd product,0,亞提爾_仲介服務_廣告代理
235,serrano_ltd,Serrano Ltd,Serrano Ltd product,0,亞提爾_仲介服務_廣告代理
236,servicesource_international_inc,Servicesource International Inc,Servicesource International Inc product,0,亞提爾_仲介服務_廣告代理
